plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.13153,0.47946,10.015,1.14791,4045.0,98.0,1942.620123969809
0.13208,0.58909,7.89273,1.17072,3263.0,94.0,1634.272214989073
0.13248,0.82371,4.22871,1.2013,2496.0,90.0,1201.924167957114
0.13262,0.64897,7.98935,1.23334,2312.0,86.0,1530.785664429453
0.13316,0.57846,5.77951,1.14492,3796.0,98.0,1535.447895864413
0.1335,0.30231,4.78567,1.1382,4181.0,99.0,1718.837405956137
0.13376,0.97888,9.27696,1.21877,2198.0,88.0,1031.20438903592
0.13421,0.22875,11.83001,1.05726,,128.0,2548.1746444469395
0.13461,0.81746,4.64504,1.06861,7974.0,119.0,1281.60969072932
0.13489,0.63619,6.26269,1.17219,3126.0,94.0,1480.426977666484
0.13506,0.84322,9.20427,1.20093,2543.0,90.0,1281.992123785414
0.13539,0.67792,4.35994,1.19685,2639.0,90.0,1340.475727136136
0.13588,0.81263,9.89381,1.20179,2569.0,90.0,1347.601943418581
0.13611,0.2676,4.77697,1.12567,4649.0,102.0,1740.528718730737
0.13665,0.50039,4.48135,1.05096,,131.0,1571.983707755027
0.13688,0.26502,9.75854,1.21425,2881.0,89.0,2178.3354602420113
0.13708,0.23147,4.55921,1.07885,7828.0,116.0,1769.454597251817
0.13771,0.62216,7.62079,1.0926,6185.0,110.0,1593.232061592062
0.13794,0.72119,4.74958,1.09754,5535.0,109.0,1357.447191175414
0.13843,0.12016,8.10851,1.24504,2512.0,85.0,2173.133314530944
0.13879,0.93153,8.92571,1.11166,4545.0,105.0,1160.832561201915
0.13916,0.77731,11.79639,1.06238,9350.0,123.0,1523.808234883084
0.13921,0.64971,11.0398,1.15394,3652.0,97.0,1675.047589200959
0.13983,0.93696,9.37077,1.24475,1992.0,85.0,1096.59328745762
0.1402,0.94417,10.44628,1.17631,2793.0,93.0,1117.210371353469
0.14032,0.25335,4.54152,1.06309,,123.0,1747.285423456676
0.14093,0.8102,4.60795,1.1369,3746.0,99.0,1240.496813048379
0.14127,0.63491,5.1277,1.07162,7969.0,118.0,1462.565878001113
0.14154,0.48216,8.89667,1.18593,3079.0,92.0,1786.554537360686
0.14177,0.55056,4.32079,1.17016,3139.0,94.0,1440.760509576852
0.14219,0.52408,8.27278,1.12814,4480.0,101.0,1715.863272557862
0.14261,0.41829,4.1651,1.2402,2235.0,86.0,1500.487300576124
0.14295,0.40348,10.16311,1.11942,5134.0,103.0,2008.046404376742
0.14317,0.76347,4.15475,1.0803,6722.0,114.0,1299.920096170128
0.14342,0.57098,6.7756,1.11402,4923.0,104.0,1578.129624330835
0.14402,0.74622,5.50977,1.22828,2236.0,87.0,1287.125312369227
0.14437,0.5065,5.42586,1.11231,4998.0,105.0,1562.98035807908
0.14454,0.18893,6.94347,1.09717,6458.0,109.0,1995.082186831675
0.14482,0.79131,9.83267,1.13561,3906.0,99.0,1388.094786026905
0.14532,0.922,11.34085,1.2214,2227.0,87.0,1144.424113424908
0.14561,0.15663,11.45969,1.2041,3171.0,90.0,2435.6742562456693
0.14588,0.53758,4.43371,1.13648,3970.0,99.0,1462.061909146465
0.14643,0.6535,11.92396,1.06629,9135.0,121.0,1722.729065615077
0.14669,0.96993,5.95749,1.15643,3107.0,96.0,1053.166094344563
0.14706,0.62366,6.89974,1.19223,2781.0,91.0,1478.459368319223
0.14733,0.65832,5.67881,1.21119,2472.0,88.0,1381.071128657877
0.14765,0.9719,4.11777,1.10354,4801.0,106.0,1069.775584459178
0.14822,0.87205,5.38905,1.07664,6883.0,115.0,1213.095272416119
0.14841,0.29447,11.68412,1.22457,2750.0,88.0,2208.2141692533614
0.14887,0.44431,8.58956,1.07401,8347.0,117.0,1834.829643821472
0.14903,0.27324,9.98021,1.07891,8342.0,115.0,2158.8120337622
0.14948,0.21117,10.71733,1.082,8234.0,114.0,2306.6990642381
0.14986,0.79448,10.79779,1.15901,3301.0,95.0,1383.655580613054
0.1501,0.37773,4.83548,1.22902,2373.0,87.0,1559.60446232831
0.15055,0.16651,10.62219,1.15765,4058.0,96.0,2312.331354535073
0.15105,0.83328,6.22814,1.05579,9960.0,126.0,1283.15503057253
0.15117,0.96504,8.122,1.21149,2275.0,88.0,1043.423540204087
0.15177,0.30604,4.80518,1.15362,3650.0,96.0,1636.150175343295
